,Name,Price,Kilometer,Process,Dealer,Address
12400,2022 BMW E46 No Badge,POA,"97,639 km",Automatic,USED Dealer ad,"Mount Gravatt, QLD"
12401,2000 Mazda MX-5 ,"$16,000","106,000 km",Automatic,,"Woolloongabba, QLD"
12402,2014 Skoda Octavia 103 TSI Ambition,"$15,000","58,882 km",Automatic,,"Seven Hills, QLD"
12403,2012 Toyota Landcruiser Prado GXL (4X4),"$39,900","194,500 km",Automatic,,"Daisy Hill, QLD"
12404,2021 Audi A5 ,"$85,427","11,126 km",Automatic,DEMO,"Springwood, QLD"
12405,2019 BMW 118I M-Sport,"$47,398","36,034 km",Automatic,USED Dealer ad,"Kedron, QLD"
12406,2000 Toyota Supra RZ-S,"$95,000","94,000 km",Automatic,USED Dealer ad,"Slacks Creek, QLD"
12407,2005 BMW M5 ,"$51,990","99,702 km",Automatic,USED Dealer ad,"Pinkenba, QLD"
12408,2021 Hyundai Kona ,"$61,900","1,171 km",Automatic,DEMO,"Llewellyn HyundaiBooval, QLD"
12409,2017 Mercedes-Benz GLA180 ,"$39,888","74,624 km",Automatic,USED Dealer ad,"Ashmore, QLD"
12410,2006 Nissan Navara ST-X,"$8,500","98,834 km",Automatic,,"Brisbane, QLD"
12411,2005 Nissan Patrol ST (4X4),"$15,000","121,860 km",Automatic,,"Brisbane, QLD"
12412,2008 Holden Calais ,"$18,490","228,512 km",Automatic,USED Dealer ad,"Oxley, QLD"
12413,2002 Holden Commodore Berlina,"$1,000","203,578 km",Automatic,,"Pacific Pines, QLD"
12414,2003 HSV Coupe GTS,"$185,000","46,000 km",Manual,USED Dealer ad,"Aspley, QLD"
12415,2010 Volvo S40 2.0D,"$8,950","205,774 km",Automatic,,"Burleigh Heads, QLD"
12416,2009 Jeep Wrangler Unlimited Sport (4X4),"$24,990","171,560 km",Manual,,"Jimboomba, QLD"
12417,2021 Audi Q2 35 Tfsi,"$53,359","2,800 km",Automatic,DEMO,"Springwood, QLD"
12418,2021 Mazda MX-30 E35 Astina,"$59,888","4,320 km",Automatic,DEMO,"Cairns, QLD"
12419,2021 Hyundai Palisade ,"$68,990","3,100 km",Automatic,DEMO,"Llewellyn HyundaiBooval, QLD"
12420,2017 Mercedes-Benz A45 4Matic,"$61,888","112,132 km",Automatic,USED Dealer ad,"Ashmore, QLD"
12421,1964 Holden EH Premier,"$30,000","125,000 km",Automatic,,"Hemmant, QLD"
12422,2008 Holden Commodore Omega,"$4,500","225,000 km",Automatic,,"Cornubia, QLD"
12423,2009 Hyundai Getz S,"$3,500","156,000 km",Manual,,"Moore Park Beach, QLD"
12424,2015 Mitsubishi Triton GLX (4X4),POA,"101,258 km",Automatic,USED Dealer ad,"Bundaberg, QLD"
12425,2019 Lexus ES300H Sports Luxury Hybrid,"$69,000","19,283 km",Automatic,,"Sunnybank, QLD"
12426,2010 Mazda 3 NEO,"$6,400","274,032 km",Automatic,,"Jimboomba, QLD"
12427,2005 Ford Falcon XR6,"$7,500","279,000 km",Automatic,USED Dealer ad,"Archerfield, QLD"
12428,2021 Land Rover Defender 110 P400 S (249KW),"$149,000","18,127 km",Automatic,,"Bridgeman Downs, QLD"
12429,2010 Mazda 3 NEO,"$7,500","273,032 km",Automatic,,"Jimboomba, QLD"
12430,2008 Mitsubishi Lancer ES,"$5,990","257,000 km",Automatic,USED Dealer ad,"Holland Park West, QLD"
12431,2003 Mazda MX-5 Classic,"$25,500","40,000 km",Manual,,"Caloundra, QLD"
12432,2011 Nissan Navara ST (4X4),"$22,750","118,970 km",Automatic,,"Townsville, QLD"
12433,2014 Hyundai Elantra Premium,POA,"91,058 km",Automatic,USED Dealer ad,"Mount Gravatt, QLD"
12434,2015 Ford Fiesta Ambiente,"$9,000","154,214 km",Manual,,"Rosenthal Heights, QLD"
12435,2007 Holden Captiva Maxx (4X4),"$5,200","103,110 km",Automatic,,"Newstead, QLD"
12436,2017 Hyundai Ioniq Hybrid Premium,"$31,200","48,000 km",Automatic,,"Burpengary, QLD"
12437,2015 Holden UTE SS,"$46,999","118,103 km",Manual,USED Dealer ad,"Garbutt, QLD"
12438,2003 Nissan Pulsar ST-L,"$3,999","263,000 km",Manual,USED Dealer ad,"Slacks Creek, QLD"
12439,2022 Toyota Landcruiser Prado VX,"$85,000","1,000 km",Automatic,,"Ayr, QLD"
12440,2004 Holden Rodeo LT (4X4),"$5,223","177,615 km",Manual,,"Biddeston, QLD"
12441,2012 Ford Territory Titanium (4X4),POA,"139,474 km",Automatic,USED Dealer ad,"Bundaberg, QLD"
12442,2014 BMW X5 Xdrive 25D,"$45,000","117,831 km",Automatic,,"Mount Louisa, QLD"
12443,2021 Skoda Octavia RS,"$55,990",450 km,Automatic,DEMO,"Townsville, QLD"
12444,2019 Nissan 370Z 50TH Anniv Edit Silver/Black,"$47,800","41,000 km",Automatic,USED Dealer ad,"Acacia Ridge, QLD"
12445,2022 Mazda CX-8 Touring (awd),"$59,107",,Automatic,DEMO,"Cairns, QLD"
12446,2013 Kia Cerato S,"$10,000","182,500 km",Manual,,"Southport, QLD"
12447,2016 Ford Ranger XL 2.2 HI-Rider (4X2),"$29,500","78,400 km",Manual,,"Maleny, QLD"
12448,2020 LDV D90 Executive (2WD),"$39,990","19,258 km",Automatic,DEMO,"Rothwell, QLD"
12449,2018 Jeep Grand Cherokee SRT (4X4),"$92,995","35,614 km",Automatic,USED Dealer ad,"Windsor, QLD"
12450,2021 Ford Ranger Sport 3.2 (4X4),"$67,990","3,946 km",Automatic,USED Dealer ad,"Emerald, QLD"
12451,2021 Ford Ranger Wildtrak 2.0 (4X4),"$73,990","4,884 km",Automatic,USED Dealer ad,"Emerald, QLD"
12452,2014 Mercedes-Benz ML500 (4X4),"$56,990","84,968 km",Automatic,USED Dealer ad,"Moorooka, QLD"
12453,2003 Subaru Forester X,"$4,999","389,315 km",Manual,USED Dealer ad,"Labrador, QLD"
12454,2003 Porsche Cayenne Turbo,"$26,000","210,000 km",Automatic,,"Mount Nebo, QLD"
12455,2022 Mitsubishi Outlander Aspire 7 Seat (2WD),POA,10 km,Automatic,DEMO,"Caloundra, QLD"
12456,2019 Holden Equinox LT (fwd) (5YR),"$26,000","49,000 km",Automatic,,"Wynnum, QLD"
12457,2013 Suzuki Swift ,"$10,950","114,356 km",,,"Warwick, QLD"
12458,2015 Other Other ,"$6,666","111,111 km",Automatic,USED Dealer ad,"Archerfield, QLD"
12459,2012 Holden Barina ,"$9,000","120,000 km",Manual,,"Yeronga, QLD"
12460,2016 BMW X5 Sdrive 25D,"$59,000","44,686 km",Automatic,,"Kangaroo Point, QLD"
12461,2000 Holden Rodeo DX,"$5,500","349,000 km",Manual,USED Dealer ad,"Slacks Creek, QLD"
12462,2008 Hyundai Tucson City SX,"$5,990","195,600 km",Manual,,"West End, QLD"
12463,2019 Ford Ranger Wildtrak 3.2 (4X4),"$63,990","65,412 km",Automatic,USED Dealer ad,"Townsville, QLD"
12464,2014 Mercedes-Benz GLA250 4Matic,"$36,780","81,940 km",Automatic,USED Dealer ad,"Rocklea, QLD"
12465,2017 Toyota Hilux SR5 (4X4),"$54,995","75,956 km",Manual,USED Dealer ad,"Windsor, QLD"
12466,2005 Holden Monaro CV8,"$77,000","56,933 km",Automatic,USED Dealer ad,"Gladstone, QLD"
12467,2004 Holden Monaro CV8,"$49,990","149,500 km",Automatic,USED Dealer ad,"Strathpine, QLD"
12468,2010 Audi R8 4.2 FSI Quattro,"$169,000","46,000 km",Manual,USED Dealer ad,"Labrador, QLD"
12469,2015 Suzuki Celerio ,"$5,950","143,765 km",Manual,USED Dealer ad,"Underwood, QLD"
12470,2016 Nissan Navara RX N-Sport Dealer KIT (4X4),POA,"112,653 km",Manual,USED Dealer ad,"Bundaberg, QLD"
12471,2016 Jaguar XE 25T R-Sport,"$42,990","85,772 km",Automatic,USED Dealer ad,"Springwood, QLD"
12472,2003 Subaru Liberty GX (awd),"$6,999","167,000 km",Manual,USED Dealer ad,"Archerfield, QLD"
12473,2009 Toyota Aurion AT-X,"$8,200","234,000 km",Automatic,,"Manly, QLD"
12474,2013 Mitsubishi Triton GLX (4X4),"$26,500","126,130 km",Manual,,"Cairns, QLD"
12475,2016 Subaru Impreza 2.0P Premium (awd),"$19,950","105,627 km",Automatic,,"Glass House Mountains, QLD"
12476,2019 Lexus NX300 Sports Luxury (awd),"$71,990","14,544 km",Automatic,USED Dealer ad,"Salisbury, QLD"
12477,2017 BMW X3 xDrive20d Steptronic,"$40,888","84,313 km",Automatic,USED Dealer ad,"Beaudesert, QLD"
12478,2017 Ford Mustang Fastback GT 5.0 V8,"$58,990","24,378 km",Automatic,USED Dealer ad,"Gladstone, QLD"
12479,2016 Jeep Wrangler Unlimited Renegade Sport (4X4),"$39,990","152,340 km",Automatic,USED Dealer ad,"Mackay, QLD"
12480,2010 Land Rover Discovery SDV6 CommandShift HSE,"$28,990","183,950 km",Automatic,USED Dealer ad,"Nundah, QLD"
12481,2018 Mercedes-Benz E300 ,"$84,990","35,997 km",Automatic,USED Dealer ad,"Salisbury, QLD"
12482,2020 Skoda Kamiq 110TSI Monte Carlo,"$39,990","12,088 km",Automatic,USED Dealer ad,"Townsville, QLD"
12483,2012 Toyota Kluger Altitude (fwd) 7 Seat,"$27,990","114,728 km",Automatic,USED Dealer ad,"Toowoomba City, QLD"
12484,2006 Nissan Navara ST-X (4X4),"$11,500","145,000 km",Automatic,,"Brisbane, QLD"
12485,2006 Bentley Continental ,"$77,450","149,000 km",Automatic,USED Dealer ad,"Molendinar, QLD"
12486,2017 Subaru WRX Premium (awd),"$41,999","39,771 km",Manual,,"Cairns, QLD"
12487,2004 BMW 318I Sport,"$8,100","290,917 km",Automatic,,"Wishart, QLD"
12488,2011 Mercedes-Benz SLK200 BE,"$29,900","80,000 km",Automatic,,"Tarragindi, QLD"
12489,2008 Toyota Camry Altise,"$6,000","256,000 km",Automatic,,"Robina, QLD"
12490,2015 Holden Captiva 7 LTZ (4X4),"$17,900","147,188 km",Automatic,,"Maroochydore, QLD"
12491,2021 Skoda Octavia Ambition,"$37,112",98 km,Automatic,DEMO,"Southport, QLD"
12492,2021 Volkswagen Golf GTi,"$56,250","1,502 km",Automatic,DEMO,"Southport, QLD"
12493,2015 Subaru Outback 2.5I,"$16,000","162,500 km",Automatic,,"Coomera, QLD"
12494,2004 Nissan X-Trail ST (4X4),"$4,999","209,000 km",Manual,USED Dealer ad,"Slacks Creek, QLD"
12495,2014 Holden Commodore SS,"$45,000","174,700 km",Manual,USED Dealer ad,"Oxley, QLD"
12496,2005 Honda Odyssey ,"$6,900","213,000 km",Automatic,USED Dealer ad,"Slacks Creek, QLD"
12497,2007 Ford Escape XLS,"$5,573","144,000 km",Automatic,,"Brookwater, QLD"
12498,1994 Toyota Landcruiser Prado ,"$37,000","260,000 km",,,"Ripley, QLD"
12499,1998 Toyota Landcruiser GXL 40TH ANN LE (4X4),"$9,220","172,333 km",Automatic,,"Brisbane City, QLD"
12500,1978 Leyland Mini ,"$22,000","98,700 km",Manual,,"Trinity Beach, QLD"
12501,2020 Mercedes-Benz GLB 250 4Matic,"$91,999","23,000 km",Automatic,,"Mermaid Beach, QLD"
12502,2012 Holden Captiva 7 LX (4X4),"$10,800","132,100 km",Automatic,,"Everton Park, QLD"
12503,2012 Subaru Impreza 2.0I (awd),"$13,000","96,000 km",Manual,,"Beenleigh, QLD"
12504,2013 Audi SQ5 3.0 TDI Quattro,"$47,990","68,343 km",Automatic,USED Dealer ad,"Springwood, QLD"
12505,2017 Ford Mustang Fastback GT 5.0 V8,"$58,588","83,264 km",Manual,USED Dealer ad,"Mansfield, QLD"
12506,2021 Kia Niro HEV Sport (hybrid),"$43,990","4,521 km",Automatic,DEMO,"Gladstone, QLD"
12507,2006 Nissan Tiida C11 Q Hatchback 5dr Man 6sp 1.8i,"$5,990","89,845 km",Manual,USED Dealer ad,"Northgate, QLD"
12508,2017 Ford Mustang Fastback GT 5.0 V8,"$72,990","1,800 km",Automatic,USED Dealer ad,"Ebbw Vale, QLD"
12509,2014 Mercedes-Benz E250 CDI,"$39,800","76,641 km",Automatic,USED Dealer ad,"Mansfield, QLD"
12510,2000 Jaguar XKR With R Features,"$99,990","31,475 km",Automatic,USED Dealer ad,"Moorooka, QLD"
12511,1994 Mercedes-Benz S500 C,"$39,990","175,323 km",Automatic,USED Dealer ad,"Moorooka, QLD"
12512,2006 Nissan Tiida ST,"$6,990","200,178 km",Manual,USED Dealer ad,"South Toowoomba, QLD"
12513,2017 Toyota Landcruiser GXL (4X4),"$67,990","217,348 km",Manual,USED Dealer ad,"Burleigh Heads, QLD"
12514,2016 Ford Mustang Fastback GT 5.0 V8,"$62,988",169 km,Manual,USED Dealer ad,"Springwood, QLD"
12515,1994 Daihatsu Mira MX,"$4,999","226,107 km",Manual,USED Dealer ad,"Chermside, QLD"
12516,2004 Toyota Hilux SR5 (4X4),"$8,000","184,241 km",Automatic,,"Brisbane, QLD"
12517,2014 Holden Captiva 5 LTZ (4X4),"$17,000","131,000 km",Automatic,,"Coorparoo, QLD"
12518,2011 Holden Captiva 7 CX (4X4),"$9,800","154,695 km",Automatic,,"Charters Towers, QLD"
12519,2016 Hyundai Tucson Highlander (awd),"$32,990","97,774 km",Automatic,USED Dealer ad,"Gatton, QLD"
12520,2021 Audi A5 45 Tfsi Quattro S Line Mhev,"$99,990","5,687 km",,DEMO,"Southport, QLD"
12521,2014 Land Rover Range Rover Sport SE,"$74,888","71,532 km",Automatic,USED Dealer ad,"Albion, QLD"
12522,2010 Audi TT RS,"$56,411","102,949 km",Manual,USED Dealer ad,"Biloela, QLD"
12523,2010 Audi TT RS,"$56,411","102,949 km",Manual,USED Dealer ad,"Biloela, QLD"
12524,2008 Volkswagen Golf GTI,"$5,450","260,645 km",Manual,USED Dealer ad,"Molendinar, QLD"
12525,2004 Toyota Landcruiser Prado VX (4X4),"$13,999","295,000 km",Automatic,,"Carseldine, QLD"
12526,2000 Toyota Landcruiser Prado GXL (4X4),"$8,500","215,000 km",Automatic,,"Brisbane, QLD"
12527,2000 Toyota Landcruiser Prado GXL (4X4),"$8,500","233,000 km",Automatic,,"Brisbane, QLD"
12528,2012 Suzuki Alto GL,"$4,995","128,200 km",Manual,,"South Bank, QLD"
12529,1985 Holden HDT Commodore SS Group A,"$123,456","123,456 km",Manual,USED Dealer ad,"Aspley, QLD"
12530,2008 Mitsubishi Triton GL,"$12,000","158,000 km",Manual,,"Rochedale South, QLD"
12531,2018 Other Other ,"$4,999","1,234 km",Automatic,USED Dealer ad,"Archerfield, QLD"
12532,2018 Mercedes-Benz Vito 114 Bluetec Crew CAB,"$47,772","41,876 km",Automatic,USED Dealer ad,"Hendra, QLD"
12533,2021 Ford Ranger XLT 2.0 (4X4),"$63,990","5,106 km",Automatic,DEMO,"North Mackay, QLD"
12534,2018 Mitsubishi Pajero Sport Exceed (4X4) 7 Seat,"$49,990","75,300 km",Automatic,,"Sinnamon Park, QLD"
12535,2021 Audi Q2 35 Tfsi,"$52,490","9,942 km",Automatic,DEMO,"Southport, QLD"
12536,2021 Mazda MX-30 E35 Astina,"$66,990",214 km,Automatic,DEMO,"Newstead, QLD"
12537,2021 Skoda Octavia 110 TSI Style,"$44,513","1,000 km",Automatic,DEMO,"Southport, QLD"
12538,1990 Nissan Skyline GXE,"$10,490","250,515 km",Automatic,USED Dealer ad,"Oxley, QLD"
12539,2008 Toyota Hilux SR (4X4),"$18,900","225,000 km",Automatic,USED Dealer ad,"Slacks Creek, QLD"
12540,2019 Volkswagen Amarok TDI550 Highline 4Motion (4X4),"$63,990","74,746 km",Automatic,USED Dealer ad,"Rothwell, QLD"
12541,2000 Honda CR-V (4X4) Sport,"$6,990","263,380 km",Automatic,USED Dealer ad,"Stanthorpe, QLD"
12542,1991 Nissan Patrol TI (4X4),"$7,500","155,000 km",Automatic,,"Brisbane, QLD"
12543,2006 Mazda 3 Maxx,"$4,995","198,800 km",Manual,,"Shailer Park, QLD"
12544,2007 Holden Captiva Maxx (4X4),"$2,000","221,342 km",Automatic,USED Dealer ad,"Gladstone, QLD"
12545,2000 Hyundai Accent GL,"$5,989","149,233 km",Automatic,USED Dealer ad,"Nerang, QLD"
12546,2016 Mazda CX-9 Touring (fwd),POA,"88,040 km",Automatic,USED Dealer ad,"Kingaroy, QLD"
12547,2015 Mazda CX-5 Maxx Sport Safety (4X4),POA,"70,191 km",Automatic,USED Dealer ad,"Kingaroy, QLD"
12548,2016 Mazda CX-5 Maxx Sport (4X4),POA,"72,402 km",Automatic,USED Dealer ad,"Kingaroy, QLD"
12549,2019 Mazda 3 G20 Touring,POA,"85,566 km",Manual,USED Dealer ad,"Kingaroy, QLD"
12550,2014 Toyota Hilux SR5 Black (4X4),"$48,500","75,337 km",Automatic,,"Ayr, QLD"
12551,2014 Nissan Micra ST,"$7,990","118,000 km",Manual,,"Booval, QLD"
12552,2011 Toyota Hilux SR5 (4X4),"$42,000","85,000 km",Automatic,,"Wellington Point, QLD"
12553,2010 Volkswagen Jetta 77 TDI,"$7,975","225,336 km",Automatic,,"Surfers Paradise, QLD"
12554,2014 Mitsubishi Pajero Exceed LWB (4X4),"$53,990","78,200 km",Automatic,,"Sunnybank Hills, QLD"
12555,2007 Volkswagen Passat 2.0T FSI,"$5,100","209,000 km",Automatic,,"Brisbane, QLD"
12556,2021 MG HS Excite X,"$38,690","5,441 km",Automatic,DEMO,"Southport, QLD"
12557,2016 Toyota Hilux SR (4X4),"$45,990","174,000 km",Automatic,USED Dealer ad,"Goondiwindi, QLD"
12558,2015 Audi A5 Sportback 1.8 Tfsi,"$33,000","59,000 km",Automatic,,"Toowoomba, QLD"
12559,2011 Subaru Impreza R (awd),"$7,300","166,827 km",Automatic,,"Brisbane, QLD"
12560,2006 Subaru Liberty 2.0R,"$7,250","216,000 km",Automatic,USED Dealer ad,"Archerfield, QLD"
12561,2021 MG HS Essence X,"$39,990","11,283 km",Automatic,USED Dealer ad,"Southport, QLD"
12562,2021 Land Rover Discovery D300 R-Dynamic S (221KW),"$128,979","5,987 km",Automatic,DEMO,"Springwood, QLD"
12563,2006 Bentley Continental Flying Spur,"$74,990","127,460 km",Automatic,USED Dealer ad,"Moorooka, QLD"
12564,2017 Mercedes-Benz CLA250 Sport 4Matic S/Brake,"$52,990","45,189 km",Automatic,USED Dealer ad,"Pialba, QLD"
12565,2003 Holden Monaro CV8,"$76,000","20,349 km",Automatic,USED Dealer ad,"Bundaberg West, QLD"
12566,2021 Toyota Yaris Cross ,"$35,990","14,548 km",,USED Dealer ad,"Booval, QLD"
12567,2000 Land Rover Discovery Sport MY16.5,"$16,800","123,806 km",,,"Brisbane, QLD"
12568,1977 Holden HX Kingswood,"$8,500","123,456 km",Manual,,"Deagon, QLD"
12569,2009 Holden Captiva SX (4X4),"$6,450","238,666 km",Automatic,USED Dealer ad,"Molendinar, QLD"
12570,2015 HSV GTS ,"$109,450","17,181 km",Manual,USED Dealer ad,"Molendinar, QLD"
12571,2007 Mitsubishi Grandis VR-X,"$6,900","262,200 km",Automatic,,"Brisbane, QLD"
12572,2012 Mazda BT-50 XT (4X4),"$29,950","114,000 km",Manual,,"Mountain Creek, QLD"
12573,2021 Hyundai Ioniq Electric Elite,"$53,741","6,347 km",Automatic,DEMO,"Pickerings HyundaiTownsville, QLD"
12574,2009 Holden Barina ,"$2,900","169,640 km",Manual,,"Brisbane, QLD"
12575,2019 Mercedes-Benz Vito 114 CDI SWB,"$47,257","49,771 km",Automatic,USED Dealer ad,"Hendra, QLD"
12576,2010 Mini Cooper_S S,POA,"105,128 km",Automatic,USED Dealer ad,"Arundel, QLD"
12577,2008 Nissan Navara ST-X (4X4),POA,"270,000 km",Automatic,USED Dealer ad,"Slacks Creek, QLD"
12578,2005 Toyota Yaris YR,"$3,000","318,168 km",Automatic,USED Dealer ad,"Gladstone, QLD"
12579,2016 Jaguar XJ 3.0D V6 Premium Luxury SWB,"$118,000","17,462 km",Automatic,,"Robina, QLD"
12580,2006 Ford Territory TX (4X4),"$5,999","212,786 km",Automatic,USED Dealer ad,"Springwood, QLD"
12581,2001 Toyota RAV4 Edge (4X4),"$4,000","203,407 km",Manual,USED Dealer ad,"Gladstone, QLD"
12582,1997 Toyota Landcruiser GXL 40TH ANN LE (4X4),POA,"359,168 km",Automatic,USED Dealer ad,"Archerfield, QLD"
12583,2005 Lexus IS300 Sports Luxury,"$8,900","59,200 km",Automatic,,"Brisbane, QLD"
12584,2005 Lexus IS300 Sports Luxury,"$8,900","59,200 km",Automatic,,"Brisbane, QLD"
12585,1964 Mk 1 Fibre Fab Rat LWB ,"$33,000","82,000 km",,,"Macleay Island, QLD"
12586,2021 Kia Niro Electric S,"$62,490",786 km,Automatic,DEMO,"Toowoomba, QLD"
12587,2006 Holden Calais ,"$6,390","213,000 km",Automatic,,"Belivah, QLD"
12588,2005 Mitsubishi Lancer ES,"$4,488","248,544 km",Manual,USED Dealer ad,"Mansfield, QLD"
12589,2013 BMW X6 Xdrive 40D,"$57,990","47,489 km",Automatic,USED Dealer ad,"Salisbury, QLD"
12590,2002 Citroen C3 Exclusive,"$4,990","200,631 km",Manual,USED Dealer ad,"Stanthorpe, QLD"
12591,2014 Holden Cruze Equipe,"$5,999","181,265 km",Manual,USED Dealer ad,"Labrador, QLD"
12592,2019 Lexus RX450HL Luxury + EP Hybrid,"$96,990","8,022 km",Automatic,USED Dealer ad,"Maroochydore, QLD"
12593,2013 Toyota Hilux SR,"$14,000","120,000 km",Manual,,"Brisbane City, QLD"
12594,2013 Toyota Hilux SR,"$13,990","110,000 km",Manual,,"Brisbane, QLD"
12595,2005 Volkswagen Touareg V6,"$16,500","132,864 km",Automatic,,"Eight Mile Plains, QLD"
12596,2006 Volkswagen LT 46 LWB,"$19,000","184,000 km",Manual,,"Berat, QLD"
12597,2018 Iveco Daily 55S17W,"$119,990","48,937 km",Manual,USED Dealer ad,"Woodridge, QLD"
12598,2005 Hyundai Elantra 2.0 HVT,"$7,490","211,216 km",Manual,USED Dealer ad,"Caloundra West, QLD"
12599,2017 HSV Gtsr ,"$219,990","16,750 km",Automatic,USED Dealer ad,"Springwood, QLD"
12600,2013 Ford Ranger XLT 3.2 (4X4),$88,"150,000 km",Automatic,USED Dealer ad,"Slacks Creek, QLD"
12601,2007 Nissan Navara ST-X (4X4),"$9,550","99,669 km",Manual,,"Brisbane Market, QLD"
12602,2014 Ford Ranger XL 2.2 HI-Rider (4X2),POA,"149,050 km",Manual,USED Dealer ad,"Kingaroy, QLD"
12603,2020 Ford Ranger Wildtrak 2.0 (4X4),"$65,000","24,236 km",Automatic,,"Springfield Lakes, QLD"
12604,2006 Nissan Elgrand ,"$14,999","172,950 km",,,"Goodna, QLD"
12605,2011 Hyundai Iload ,"$13,500","274,000 km",Automatic,,"Beenleigh, QLD"
12606,2008 Nissan X-Trail ST (4X4),"$7,000","230,000 km",Automatic,,"Brisbane City, QLD"
12607,2018 Holden Colorado LS-X Special Edition,"$59,000","86,400 km",Automatic,,"Townsville, QLD"
12608,2016 Jaguar XF 20D Prestige,"$54,999","43,000 km",Automatic,,"Molendinar, QLD"
12609,2021 Ford Ranger XLS 3.2 (4X4),"$65,000","12,600 km",Automatic,,"Mornington, QLD"
12610,2008 Nissan X-Trail ST (4X4),"$8,000","209,900 km",Automatic,,"Petrie Terrace, QLD"
12611,2018 Mercedes-Benz Vito 114 Bluetec LWB,"$49,832","38,256 km",Automatic,USED Dealer ad,"Hendra, QLD"
12612,2006 Hyundai Elantra SX,"$6,900","217,998 km",Automatic,USED Dealer ad,"Slacks Creek, QLD"
12613,2019 Ford Mustang GT 5.0 V8,"$78,990","4,279 km",Manual,USED Dealer ad,"Pinkenba, QLD"
12614,2008 Volkswagen Jetta 2.0 FSI,"$6,990","158,938 km",Manual,USED Dealer ad,"Southport, QLD"
12615,2021 Kia Niro HEV S (hybrid),"$43,990","3,999 km",Automatic,USED Dealer ad,"West Gladstone, QLD"
12616,2021 Kia Niro HEV Sport (hybrid),"$44,990","7,191 km",Automatic,USED Dealer ad,"West Gladstone, QLD"
12617,2016 Jaguar F-PACE 35T First Edition,"$82,688","40,724 km",Automatic,USED Dealer ad,"Albion, QLD"
12618,2010 Mitsubishi Triton GL-R (4X4),"$17,000","227,929 km",Automatic,,"Caboolture South, QLD"
12619,2018 Mercedes-Benz Vito 114 Bluetec LWB,"$52,922","52,202 km",Manual,USED Dealer ad,"Hendra, QLD"
12620,2014 Mercedes-Benz Viano 3.0 CDI BE,"$34,800","158,000 km",Automatic,,"Wishart, QLD"
12621,2016 Volkswagen Amarok V6 TDI 550 Ultimate,"$50,000","158,000 km",Automatic,,"Redland Bay, QLD"
12622,2018 Ford Mustang Fastback GT 5.0 V8,"$64,990","38,585 km",Manual,USED Dealer ad,"Gladstone, QLD"
12623,2005 Holden Adventra CX6,"$2,299","245,109 km",Automatic,USED Dealer ad,"Springwood, QLD"
12624,2004 Ford Falcon XL Tradesman,"$6,989","257,123 km",Manual,USED Dealer ad,"Nerang, QLD"
12625,1995 Holden Commodore SS,"$29,500","264,000 km",Manual,,"Airlie Beach, QLD"
12626,2013 Audi TT 2.0 Tfsi Quattro,"$37,900","72,660 km",Automatic,,"Main Beach, QLD"
12627,2001 Subaru Liberty RX,"$2,850","266,000 km",Automatic,,"Loganlea, QLD"
12628,2012 Audi TT RS,"$65,000","81,500 km",Manual,,"Aroona, QLD"
12629,2013 BMW 640D Gran Coupe,"$48,688","75,531 km",Automatic,USED Dealer ad,"Albion, QLD"
12630,2021 MG HS Essence X,"$40,990","6,488 km",Automatic,DEMO,"Springwood, QLD"
12631,2010 Ford Focus LX,"$8,881","152,034 km",Automatic,USED Dealer ad,"Underwood, QLD"
12632,2019 Toyota Hilux SR5 (4X4),$88,"80,000 km",Automatic,USED Dealer ad,"Slacks Creek, QLD"
12633,2017 Ford Ranger XLS 3.2 (4X4),POA,"120,139 km",Automatic,USED Dealer ad,"Bundaberg, QLD"
12634,2008 Ford Ranger XL (4X2),"$2,999","379,090 km",Manual,USED Dealer ad,"Springwood, QLD"
12635,2017 Subaru Outback 2.5I Premium,"$40,990","56,500 km",Automatic,USED Dealer ad,"Atherton, QLD"
12636,2016 Audi R8 5.2 FSI Quattro,"$319,990","20,647 km",Automatic,USED Dealer ad,"Springwood, QLD"
12637,2009 Audi Q5 2.0 TDI Quattro,"$10,500","263,000 km",Automatic,,"Black Mountain, QLD"
12638,2016 Holden UTE SS-V Redline,"$65,490","79,257 km",Automatic,USED Dealer ad,"Moorooka, QLD"
12639,2018 Nissan Navara SL (4X4),"$42,000","65,000 km",Manual,,"North Lakes, QLD"
12640,2017 Audi S3 2.0 Tfsi Quattro,"$48,000","127,653 km",Automatic,,"Toowoomba, QLD"
12641,2021 Mazda BT-50 XT (4X4),"$50,000","11,000 km",Manual,,"Ayr, QLD"
12642,2008 Volvo XC90 V8 R-Design,"$9,500","126,500 km",Automatic,,"Brisbane Adelaide Street, QLD"
12643,2008 Mercedes-Benz Sprinter 315CDI MWB,"$24,999","250,600 km",Manual,,"Indooroopilly, QLD"
12644,2021 BMW 118I M Sport,"$55,000","14,000 km",Automatic,,"Noosa Heads, QLD"
12645,2018 Toyota Hilux SR (4X4),"$48,000","66,750 km",Manual,,"Bulimba, QLD"
12646,2008 Ford Falcon G6E,"$12,000","251,500 km",Automatic,,"Bracken Ridge, QLD"
12647,2006 BMW X3 3.0D,"$6,788","189,455 km",Automatic,,"Redbank, QLD"
12648,2005 Nissan Patrol DX (4X4),"$16,000","135,000 km",Manual,,"Townsville, QLD"
12649,2009 Ford Mondeo MB LX Wagon 4dr Spts Auto 6sp 2.3i,"$7,500","175,913 km",Automatic,USED Dealer ad,"Wacol, QLD"
